Age,Age_Group,Income,Marital_Status,Education_Level,Kidhome,Teenhome,Has_Children,Customer_Days,Customer_Tenure_Years,Customer_Tenure_Group,Recency,NumWebPurchases,NumStorePurchases,NumCatalogPurchases,NumDealsPurchases,NumWebVisitsMonth,MntTotal,MntGoldProds,Premium_Spend_Share,Is_High_Value_Customer,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,MntRegularProds,AcceptedCmpOverall
70,Seniors,54432.0,Married,PhD,2,1,True,2575,7.05,Established,37,1,3,0,1,4,38.0,0.0,0.0,False,33.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,3,11,0,38,0
34,Adults,29999.0,Single,PhD,1,0,True,2660,7.28,Established,22,3,4,1,4,8,149.0,11.0,0.0738,False,68.0,7.0,59.0,10.0,5.0,0,0,0,0,0,0,3,11,0,138,0
37,Adults,24072.0,Single,Graduation,1,0,True,2598,7.11,Established,79,1,2,0,1,8,19.0,4.0,0.2105,False,9.0,1.0,6.0,3.0,0.0,0,0,0,0,0,0,3,11,0,15,0
31,Adults,33996.0,Single,PhD,0,0,False,2450,6.71,Newer,46,1,3,1,1,4,65.0,6.0,0.0923,False,40.0,2.0,15.0,8.0,0.0,0,0,0,0,0,0,3,11,0,59,0
64,Seniors,66334.0,Married,PhD,0,1,True,2611,7.15,Established,82,9,5,3,2,5,1138.0,23.0,0.0202,True,909.0,11.0,218.0,0.0,0.0,0,0,0,0,0,0,3,11,1,1115,0
49,Mid-Age,35178.0,Married,Master,1,0,True,2694,7.38,Established,10,1,2,1,1,7,41.0,18.0,0.439,False,23.0,1.0,13.0,2.0,2.0,1,0,0,0,0,0,3,11,1,23,1
37,Adults,22010.0,Together,Graduation,1,0,True,2523,6.91,Established,51,2,3,0,2,8,25.0,8.0,0.32,False,11.0,2.0,9.0,3.0,0.0,0,0,0,0,0,0,3,11,0,17,0
60,Seniors,62204.0,Divorced,Graduation,0,2,True,2814,7.7,Established,38,4,12,5,1,3,807.0,139.0,0.1722,False,317.0,46.0,247.0,151.0,46.0,0,0,0,0,0,0,3,11,0,668,0
52,Mid-Age,75693.0,Divorced,Graduation,0,0,False,2729,7.47,Established,10,11,6,4,1,4,1412.0,30.0,0.0212,True,797.0,153.0,293.0,72.0,97.0,0,1,1,1,0,0,3,11,1,1382,3
48,Mid-Age,30675.0,Married,Graduation,1,0,True,2753,7.54,Established,14,1,3,0,1,8,41.0,21.0,0.5122,False,10.0,2.0,16.0,11.0,2.0,0,0,0,0,0,0,3,11,0,20,0
55,Mid-Age,83003.0,Together,Graduation,0,0,False,2642,7.23,Established,18,7,8,6,1,3,1552.0,122.0,0.0786,True,856.0,61.0,570.0,40.0,25.0,0,0,1,0,0,0,3,11,1,1430,1
32,Adults,68655.0,Single,Graduation,0,0,False,2847,7.79,Established,95,4,11,5,1,3,1500.0,38.0,0.0253,True,456.0,19.0,832.0,75.0,118.0,0,0,0,0,0,0,3,11,0,1462,0
34,Adults,41411.0,Divorced,Graduation,0,0,False,2363,6.47,Newer,11,2,4,1,1,6,121.0,18.0,0.1488,False,37.0,32.0,38.0,11.0,3.0,0,0,0,0,0,0,3,11,0,103,0
51,Mid-Age,55212.0,Married,PhD,0,1,True,2742,7.51,Established,65,4,11,2,3,8,1148.0,34.0,0.0296,True,1103.0,0.0,45.0,0.0,0.0,0,1,0,0,1,0,3,11,0,1114,2
70,Seniors,59292.0,Together,PhD,0,1,True,2540,6.95,Established,71,3,8,5,2,3,493.0,14.0,0.0284,False,378.0,14.0,68.0,19.0,14.0,0,0,0,0,0,0,3,11,0,479,0
47,Mid-Age,27190.0,Together,Basic,1,0,True,2477,6.78,Newer,13,1,2,0,1,8,15.0,3.0,0.2,False,1.0,6.0,7.0,0.0,1.0,1,0,0,0,0,0,3,11,1,12,1
68,Seniors,82623.0,Divorced,Graduation,0,0,False,2390,6.54,Newer,58,2,4,9,1,1,767.0,173.0,0.2256,False,204.0,34.0,204.0,172.0,153.0,0,0,0,0,0,0,3,11,0,594,0
55,Mid-Age,44300.0,Married,Graduation,1,1,True,2530,6.93,Established,65,1,3,0,2,6,39.0,3.0,0.0769,False,30.0,0.0,9.0,0.0,0.0,0,0,0,0,0,0,3,11,0,36,0
50,Mid-Age,84835.0,Divorced,Graduation,0,0,False,2172,5.95,Newer,0,4,6,4,1,1,972.0,218.0,0.2243,True,189.0,104.0,379.0,111.0,189.0,0,0,0,0,0,0,3,11,1,754,0
49,Mid-Age,30372.0,Widow,Graduation,1,1,True,2710,7.42,Established,33,2,3,0,3,7,37.0,7.0,0.1892,False,15.0,0.0,12.0,7.0,3.0,0,0,0,0,0,0,3,11,0,30,0
44,Adults,33181.0,Married,Master,1,0,True,2336,6.4,Newer,90,1,2,0,1,6,12.0,4.0,0.3333,False,9.0,0.0,3.0,0.0,0.0,1,0,0,0,0,0,3,11,0,8,1
63,Seniors,71113.0,Married,Graduation,0,1,True,2353,6.44,Newer,95,6,9,7,4,4,827.0,8.0,0.0097,False,495.0,33.0,255.0,11.0,33.0,0,0,0,0,0,0,3,11,0,819,0
34,Adults,71952.0,Married,Graduation,1,0,True,2694,7.38,Established,93,8,8,4,2,4,1350.0,93.0,0.0689,True,656.0,80.0,455.0,52.0,107.0,1,0,1,0,0,0,3,11,0,1257,2
54,Mid-Age,69759.0,Single,PhD,0,0,False,2403,6.58,Newer,38,4,5,6,3,3,1029.0,0.0,0.0,True,452.0,20.0,514.0,13.0,30.0,0,0,0,0,0,0,3,11,1,1029,0
46,Mid-Age,72099.0,Married,Graduation,0,0,False,2769,7.58,Established,18,3,10,4,1,1,1166.0,22.0,0.0189,True,546.0,91.0,410.0,119.0,0.0,0,0,0,0,0,0,3,11,0,1144,0
44,Adults,60000.0,Single,PhD,0,1,True,2713,7.43,Established,57,11,5,3,5,6,1265.0,12.0,0.0095,True,1048.0,0.0,217.0,0.0,0.0,0,0,0,0,0,0,3,11,0,1253,0
42,Adults,38643.0,Single,Graduation,1,1,True,2371,6.49,Newer,45,2,3,0,2,7,39.0,10.0,0.2564,False,22.0,2.0,14.0,0.0,1.0,0,0,0,0,0,1,3,11,0,29,0
65,Seniors,50737.0,Married,Graduation,0,1,True,2573,7.04,Established,61,2,4,0,1,6,89.0,10.0,0.1124,False,78.0,0.0,11.0,0.0,0.0,0,1,0,0,0,0,3,11,0,79,1
51,Mid-Age,68462.0,Married,PhD,0,0,False,2723,7.46,Established,6,3,8,3,1,1,1622.0,48.0,0.0296,True,561.0,64.0,785.0,84.0,128.0,0,0,0,0,0,0,3,11,0,1574,0
77,Seniors,65073.0,Married,Master,0,0,False,2472,6.77,Newer,65,5,5,3,1,2,892.0,8.0,0.009,False,629.0,17.0,177.0,69.0,0.0,0,0,0,0,0,1,3,11,0,884,0
72,Seniors,46681.0,Together,PhD,0,2,True,2423,6.63,Newer,52,4,4,6,2,5,387.0,38.0,0.0982,False,269.0,15.0,69.0,15.0,19.0,0,0,0,0,0,0,3,11,0,349,0
63,Seniors,78618.0,Married,Graduation,0,0,False,2798,7.66,Established,87,4,10,7,1,2,2092.0,61.0,0.0292,True,736.0,163.0,818.0,212.0,163.0,0,1,0,0,0,0,3,11,0,2031,1
51,Mid-Age,62187.0,Widow,PhD,0,1,True,2258,6.18,Newer,38,6,10,2,3,4,595.0,41.0,0.0689,False,512.0,0.0,83.0,0.0,0.0,0,0,0,0,0,0,3,11,0,554,0
42,Adults,28442.0,Married,Graduation,2,0,True,2284,6.25,Newer,53,2,4,1,3,4,51.0,6.0,0.1176,False,19.0,3.0,10.0,11.0,8.0,0,0,0,0,0,0,3,11,0,45,0
53,Mid-Age,51479.0,Married,Graduation,1,1,True,2707,7.41,Established,67,6,6,3,7,7,429.0,65.0,0.1515,False,247.0,8.0,160.0,6.0,8.0,0,0,0,0,0,0,3,11,0,364,0
51,Mid-Age,54803.0,Single,Graduation,0,1,True,2836,7.76,Established,65,6,9,2,2,4,551.0,142.0,0.2577,False,404.0,0.0,92.0,28.0,27.0,0,0,0,0,0,0,3,11,0,409,0
60,Seniors,79530.0,Married,Graduation,0,0,False,2567,7.03,Established,64,4,11,10,1,2,1319.0,29.0,0.022,True,333.0,0.0,815.0,129.0,42.0,0,0,0,0,0,0,3,11,0,1290,0
44,Adults,31615.0,Divorced,Graduation,1,0,True,2629,7.2,Established,82,2,3,0,2,7,42.0,9.0,0.2143,False,2.0,3.0,20.0,6.0,11.0,0,0,0,0,0,0,3,11,0,33,0
58,Mid-Age,72025.0,Together,Graduation,0,0,False,2748,7.52,Established,27,4,8,3,1,3,1699.0,233.0,0.1371,True,833.0,33.0,549.0,151.0,133.0,0,0,0,0,0,0,3,11,0,1466,0
45,Mid-Age,52614.0,Single,PhD,0,1,True,2734,7.49,Established,63,2,8,4,2,8,952.0,38.0,0.0399,False,789.0,0.0,142.0,12.0,9.0,0,0,0,0,0,0,3,11,0,914,0
36,Adults,35684.0,Married,2n Cycle,1,0,True,2227,6.1,Newer,66,1,3,0,1,6,27.0,3.0,0.1111,False,10.0,4.0,7.0,0.0,6.0,0,0,0,0,0,0,3,11,0,24,0
45,Mid-Age,48178.0,Married,Graduation,1,1,True,2768,7.58,Established,69,5,4,1,6,8,216.0,38.0,0.1759,False,159.0,4.0,45.0,6.0,2.0,0,0,0,0,0,0,3,11,0,178,0
50,Mid-Age,29548.0,Single,Master,1,0,True,2463,6.74,Newer,52,1,2,1,1,4,18.0,11.0,0.6111,False,7.0,1.0,6.0,3.0,1.0,1,0,0,0,0,0,3,11,0,7,1
54,Mid-Age,63810.0,Single,Graduation,0,1,True,2754,7.54,Established,45,4,12,3,4,8,1270.0,101.0,0.0795,True,977.0,12.0,253.0,16.0,12.0,0,1,0,0,0,0,3,11,0,1169,1
48,Mid-Age,38578.0,Single,PhD,1,1,True,2531,6.93,Established,2,3,3,0,3,8,70.0,3.0,0.0429,False,38.0,4.0,22.0,3.0,3.0,0,0,0,0,0,0,3,11,1,67,0
45,Mid-Age,46098.0,Single,Master,1,1,True,2839,7.77,Established,86,3,2,2,4,8,84.0,36.0,0.4286,False,57.0,0.0,27.0,0.0,0.0,0,0,0,0,0,0,3,11,0,48,0
50,Mid-Age,22585.0,Single,Graduation,0,0,False,2627,7.19,Established,23,1,2,1,1,9,42.0,39.0,0.9286,False,3.0,9.0,15.0,13.0,2.0,1,0,0,0,0,0,3,11,1,3,1
31,Adults,30279.0,Single,Graduation,1,0,True,2705,7.41,Established,13,1,3,0,1,8,36.0,1.0,0.0278,False,10.0,4.0,14.0,4.0,4.0,0,0,0,0,0,0,3,11,0,35,0
59,Mid-Age,66426.0,Together,PhD,0,1,True,2429,6.65,Newer,14,3,10,5,2,6,1220.0,157.0,0.1287,True,1043.0,24.0,97.0,32.0,24.0,0,0,0,0,0,0,3,11,0,1063,0
51,Mid-Age,30822.0,Single,Graduation,1,0,True,2539,6.95,Established,92,1,3,0,1,7,39.0,12.0,0.3077,False,3.0,9.0,13.0,2.0,12.0,0,0,0,0,0,0,3,11,0,27,0
51,Mid-Age,33581.0,Married,PhD,2,0,True,2696,7.38,Established,38,1,2,0,1,8,16.0,1.0,0.0625,False,11.0,0.0,5.0,0.0,0.0,0,0,0,0,0,0,3,11,0,15,0
35,Adults,19986.0,Married,Graduation,1,0,True,2386,6.53,Newer,74,0,3,0,1,7,16.0,6.0,0.375,False,3.0,6.0,5.0,0.0,2.0,0,0,0,0,0,0,3,11,0,10,0
66,Seniors,27421.0,Widow,Graduation,0,0,False,2723,7.46,Established,14,4,6,1,3,7,269.0,55.0,0.2045,False,43.0,12.0,96.0,78.0,40.0,0,0,0,0,0,0,3,11,0,214,0
39,Adults,36143.0,Single,Master,1,0,True,2250,6.16,Newer,33,0,2,1,1,3,13.0,6.0,0.4615,False,12.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,3,11,0,7,0
49,Mid-Age,10245.0,Single,Graduation,1,0,True,2569,7.03,Established,32,1,2,2,3,5,28.0,13.0,0.4643,False,4.0,7.0,7.0,6.0,4.0,0,0,0,0,0,0,3,11,0,15,0
52,Mid-Age,43795.0,Together,Master,0,1,True,2415,6.61,Newer,11,7,4,3,3,7,385.0,107.0,0.2779,False,314.0,11.0,53.0,4.0,3.0,0,1,0,0,0,0,3,11,1,278,1
60,Seniors,63381.0,Together,Graduation,0,1,True,2791,7.64,Established,78,4,13,5,4,2,846.0,159.0,0.1879,False,571.0,50.0,142.0,33.0,50.0,0,0,0,0,0,0,3,11,0,687,0
71,Seniors,38823.0,Together,Graduation,0,1,True,2827,7.74,Established,56,2,3,1,1,6,91.0,23.0,0.2527,False,70.0,0.0,11.0,2.0,8.0,0,0,0,0,0,0,3,11,0,68,0
52,Mid-Age,83664.0,Divorced,PhD,1,1,True,2576,7.05,Established,57,2,12,2,3,5,1087.0,86.0,0.0791,True,866.0,21.0,151.0,28.0,21.0,0,0,0,0,0,0,3,11,0,1001,0
41,Adults,90300.0,Together,Graduation,0,0,False,2336,6.4,Newer,7,5,8,6,0,1,1681.0,57.0,0.0339,True,594.0,134.0,786.0,33.0,134.0,0,0,1,0,0,0,3,11,0,1624,1
41,Adults,62499.0,Together,Master,1,0,True,2361,6.46,Newer,0,3,6,1,2,4,218.0,4.0,0.0183,False,140.0,4.0,61.0,0.0,13.0,0,0,0,0,0,0,3,11,0,214,0
27,Young Adults,74293.0,Single,Graduation,0,0,False,2215,6.06,Newer,66,5,6,4,1,2,1046.0,81.0,0.0774,True,375.0,152.0,335.0,93.0,91.0,0,0,0,0,0,0,3,11,0,965,0
74,Seniors,51012.0,Married,PhD,0,0,False,2596,7.11,Established,86,4,4,1,1,6,185.0,24.0,0.1297,False,102.0,9.0,63.0,2.0,9.0,0,0,0,0,0,0,3,11,0,161,0
52,Mid-Age,70777.0,Married,Master,0,1,True,2283,6.25,Newer,80,5,12,3,3,3,709.0,78.0,0.11,False,554.0,35.0,113.0,0.0,7.0,0,0,0,0,0,0,3,11,0,631,0
29,Young Adults,68682.0,Together,PhD,0,0,False,2425,6.64,Newer,56,4,10,9,1,2,1553.0,45.0,0.029,True,919.0,0.0,505.0,99.0,30.0,0,0,0,0,0,0,3,11,0,1508,0
49,Mid-Age,43824.0,Married,Graduation,1,1,True,2811,7.7,Established,18,3,4,1,4,8,154.0,32.0,0.2078,False,96.0,1.0,42.0,12.0,3.0,0,0,0,0,0,0,3,11,0,122,0
36,Adults,15345.0,Together,Graduation,1,0,True,2826,7.74,Established,51,1,2,1,2,8,28.0,19.0,0.6786,False,5.0,2.0,16.0,3.0,2.0,0,0,0,0,0,0,3,11,1,9,0
33,Adults,23442.0,Single,Graduation,1,0,True,2711,7.42,Established,71,1,3,0,1,7,22.0,5.0,0.2273,False,2.0,0.0,6.0,8.0,6.0,0,0,0,0,0,0,3,11,0,17,0
40,Adults,14515.0,Together,2n Cycle,1,0,True,2756,7.55,Established,71,2,3,2,4,7,61.0,35.0,0.5738,False,6.0,4.0,9.0,6.0,36.0,0,0,0,0,0,0,3,11,1,26,0
64,Seniors,31395.0,Divorced,2n Cycle,1,1,True,2622,7.18,Established,80,2,3,1,4,6,57.0,7.0,0.1228,False,23.0,1.0,25.0,0.0,8.0,0,0,0,0,0,0,3,11,0,50,0
55,Mid-Age,75276.0,Together,Graduation,0,0,False,2799,7.66,Established,2,9,9,4,1,5,1019.0,21.0,0.0206,True,610.0,105.0,125.0,137.0,42.0,0,0,0,0,0,0,3,11,0,998,0
46,Mid-Age,42373.0,Single,Graduation,1,1,True,2477,6.78,Newer,83,2,5,1,5,5,144.0,19.0,0.1319,False,67.0,5.0,61.0,3.0,8.0,0,0,0,0,0,0,3,11,0,125,0
60,Seniors,30507.0,Together,Graduation,0,0,False,2634,7.21,Established,29,5,4,1,1,7,233.0,110.0,0.4721,False,65.0,36.0,74.0,38.0,20.0,0,0,0,0,0,0,3,11,0,123,0
65,Seniors,55521.0,Single,PhD,1,2,True,2409,6.6,Newer,11,6,6,3,9,7,442.0,4.0,0.009,False,416.0,0.0,26.0,0.0,0.0,0,1,0,0,0,0,3,11,1,438,1
55,Mid-Age,48006.0,Married,Graduation,1,1,True,2179,5.97,Newer,55,1,3,0,1,6,39.0,2.0,0.0513,False,23.0,0.0,11.0,3.0,2.0,0,0,0,0,0,0,3,11,0,37,0
48,Mid-Age,27213.0,Single,PhD,1,0,True,2827,7.74,Established,19,2,4,0,3,8,67.0,3.0,0.0448,False,19.0,3.0,26.0,10.0,9.0,0,0,0,0,0,0,3,11,1,64,0
49,Mid-Age,65808.0,Divorced,PhD,1,1,True,2189,5.99,Newer,1,5,5,1,3,6,262.0,10.0,0.0382,False,155.0,7.0,80.0,13.0,7.0,0,0,0,0,0,0,3,11,0,252,0
46,Mid-Age,30351.0,Together,PhD,1,0,True,2547,6.97,Established,19,3,2,0,1,9,44.0,2.0,0.0455,False,14.0,0.0,24.0,3.0,3.0,0,0,0,0,0,0,3,11,0,42,0
57,Mid-Age,50437.0,Married,Graduation,0,2,True,2779,7.61,Established,28,7,8,1,3,7,486.0,4.0,0.0082,False,370.0,9.0,92.0,6.0,9.0,0,0,0,0,0,0,3,11,0,482,0
38,Adults,23616.0,Single,2n Cycle,1,0,True,2748,7.52,Established,76,3,3,0,2,8,47.0,32.0,0.6809,False,4.0,22.0,11.0,3.0,7.0,0,0,0,0,0,0,3,11,1,15,0
44,Adults,53858.0,Married,Graduation,0,1,True,2756,7.55,Established,50,4,6,3,4,4,889.0,26.0,0.0292,False,407.0,53.0,221.0,58.0,150.0,0,0,0,0,0,0,3,11,0,863,0
65,Seniors,66465.0,Married,PhD,0,1,True,2615,7.16,Established,1,11,12,9,3,6,1471.0,14.0,0.0095,True,1200.0,0.0,204.0,38.0,29.0,0,0,0,1,0,0,3,11,0,1457,1
33,Adults,46923.0,Single,Graduation,1,0,True,2835,7.76,Established,90,5,7,1,3,7,363.0,6.0,0.0165,False,85.0,44.0,54.0,102.0,78.0,0,0,0,0,0,0,3,11,0,357,0
58,Mid-Age,75072.0,Together,Graduation,0,1,True,2681,7.34,Established,83,5,8,4,2,3,948.0,125.0,0.1319,False,583.0,34.0,309.0,0.0,22.0,0,0,0,0,0,0,3,11,0,823,0
77,Seniors,75865.0,Married,PhD,0,0,False,2249,6.16,Newer,73,3,10,5,1,1,1230.0,12.0,0.0098,True,483.0,0.0,591.0,156.0,0.0,0,0,0,0,0,0,3,11,0,1218,0
45,Mid-Age,19789.0,Together,2n Cycle,1,0,True,2380,6.52,Newer,24,2,3,1,3,5,50.0,28.0,0.56,False,2.0,5.0,9.0,28.0,6.0,1,0,0,0,0,0,3,11,0,22,1
26,Young Adults,80134.0,Together,Graduation,0,0,False,2294,6.28,Newer,11,2,11,7,1,5,1352.0,26.0,0.0192,True,966.0,26.0,282.0,52.0,26.0,0,1,1,1,1,0,3,11,0,1326,4
39,Adults,91065.0,Single,Graduation,0,0,False,2651,7.26,Established,33,7,9,9,1,3,1360.0,114.0,0.0838,True,822.0,114.0,108.0,179.0,137.0,0,0,1,1,0,0,3,11,1,1246,2
49,Mid-Age,49505.0,Married,Master,1,1,True,2640,7.23,Established,4,10,8,2,9,8,723.0,28.0,0.0387,False,604.0,0.0,100.0,19.0,0.0,0,0,0,0,0,0,3,11,0,695,0
47,Mid-Age,37401.0,Married,PhD,1,0,True,2213,6.06,Newer,14,2,3,0,2,7,45.0,3.0,0.0667,False,19.0,3.0,19.0,3.0,1.0,0,0,0,0,0,0,3,11,0,42,0
38,Adults,18492.0,Together,Master,1,0,True,2183,5.98,Newer,75,1,2,0,1,8,9.0,1.0,0.1111,False,2.0,2.0,2.0,2.0,1.0,0,0,0,0,0,0,3,11,0,8,0
46,Mid-Age,82584.0,Married,Master,0,0,False,2549,6.98,Established,26,3,8,4,1,1,1367.0,68.0,0.0497,True,1076.0,68.0,103.0,29.0,91.0,0,1,1,0,0,0,3,11,1,1299,2
79,Seniors,93027.0,Married,PhD,0,0,False,2601,7.12,Established,77,7,5,10,0,2,2098.0,21.0,0.01,True,1285.0,42.0,716.0,55.0,0.0,0,0,1,0,0,0,3,11,0,2077,1
67,Seniors,48686.0,Married,Graduation,1,2,True,2366,6.48,Newer,8,1,2,0,1,8,19.0,1.0,0.0526,False,10.0,0.0,7.0,2.0,0.0,0,0,0,0,0,0,3,11,0,18,0
34,Adults,92910.0,Married,Graduation,0,0,False,2225,6.09,Newer,42,6,13,7,1,1,1762.0,33.0,0.0187,True,551.0,137.0,792.0,179.0,103.0,0,1,1,1,0,0,3,11,0,1729,3
31,Adults,75433.0,Married,Graduation,1,0,True,2244,6.14,Newer,28,2,10,5,2,6,1131.0,57.0,0.0504,True,800.0,0.0,297.0,0.0,34.0,0,1,0,1,0,0,3,11,0,1074,2
31,Adults,10404.0,Together,2n Cycle,1,0,True,2215,6.06,Newer,52,1,4,0,2,5,31.0,12.0,0.3871,False,2.0,2.0,11.0,10.0,6.0,0,0,0,0,0,0,3,11,0,19,0
52,Mid-Age,61314.0,Married,Graduation,0,1,True,2589,7.09,Established,1,5,12,5,2,3,836.0,172.0,0.2057,False,378.0,0.0,189.0,97.0,172.0,0,0,0,0,0,0,3,11,0,664,0
59,Mid-Age,84865.0,Single,PhD,0,0,False,2575,7.05,Established,1,2,9,4,1,4,1672.0,16.0,0.0096,True,1248.0,16.0,349.0,43.0,16.0,0,1,1,1,1,0,3,11,1,1656,4
31,Adults,42387.0,Married,Graduation,1,0,True,2767,7.58,Established,42,8,7,1,5,8,493.0,191.0,0.3874,False,235.0,0.0,235.0,19.0,4.0,0,0,0,0,0,0,3,11,0,302,0
53,Mid-Age,67309.0,Together,2n Cycle,1,1,True,2681,7.34,Established,76,9,9,6,15,7,987.0,95.0,0.0963,True,515.0,47.0,181.0,149.0,95.0,0,0,0,0,0,0,3,11,0,892,0
56,Mid-Age,75236.0,Married,Graduation,0,1,True,2375,6.5,Newer,27,8,13,3,1,4,954.0,114.0,0.1195,False,438.0,66.0,400.0,12.0,38.0,0,0,0,0,0,0,3,11,0,840,0
50,Mid-Age,30015.0,Single,Graduation,1,0,True,2306,6.31,Newer,28,1,4,0,2,5,52.0,5.0,0.0962,False,25.0,0.0,22.0,2.0,3.0,0,0,0,0,0,0,3,11,0,47,0
64,Seniors,50943.0,Together,Master,0,1,True,2532,6.93,Established,49,1,3,0,1,5,40.0,6.0,0.15,False,31.0,0.0,7.0,2.0,0.0,0,0,0,0,0,0,3,11,0,34,0
54,Mid-Age,67272.0,Divorced,Graduation,0,1,True,2349,6.43,Newer,12,6,12,2,3,5,719.0,14.0,0.0195,False,357.0,35.0,271.0,28.0,28.0,0,0,0,0,0,0,3,11,0,705,0
71,Seniors,51529.0,Widow,Master,0,1,True,2454,6.72,Newer,14,9,5,1,2,8,445.0,22.0,0.0494,False,400.0,4.0,35.0,6.0,0.0,0,0,0,0,0,0,3,11,0,423,0
49,Mid-Age,32011.0,Married,PhD,1,0,True,2470,6.76,Newer,89,2,4,1,3,7,117.0,5.0,0.0427,False,99.0,0.0,15.0,2.0,1.0,0,0,0,0,0,0,3,11,0,112,0
34,Adults,7500.0,Married,2n Cycle,1,0,True,2666,7.3,Established,96,2,3,0,2,8,27.0,9.0,0.3333,False,1.0,11.0,5.0,4.0,6.0,0,0,0,0,0,0,3,11,0,18,0
31,Adults,28691.0,Married,Graduation,1,0,True,2519,6.9,Established,56,1,3,0,1,8,30.0,4.0,0.1333,False,5.0,4.0,13.0,8.0,0.0,0,0,0,0,0,0,3,11,0,26,0
72,Seniors,56223.0,Married,PhD,0,1,True,2350,6.43,Newer,72,2,5,1,2,4,152.0,4.0,0.0263,False,77.0,28.0,31.0,16.0,0.0,0,0,0,0,0,0,3,11,0,148,0
74,Seniors,18100.0,Married,Graduation,0,0,False,2486,6.81,Newer,14,0,3,0,1,5,13.0,1.0,0.0769,False,3.0,1.0,2.0,4.0,3.0,0,0,0,0,0,0,3,11,0,12,0
46,Mid-Age,20130.0,Married,2n Cycle,0,0,False,2263,6.2,Newer,99,1,3,0,1,8,22.0,12.0,0.5455,False,0.0,6.0,3.0,7.0,6.0,0,0,0,0,0,0,3,11,0,10,0
61,Seniors,23295.0,Divorced,Graduation,0,0,False,2510,6.87,Newer,72,1,2,0,1,8,15.0,5.0,0.3333,False,0.0,0.0,1.0,2.0,12.0,0,0,0,0,0,0,3,11,0,10,0
48,Mid-Age,42618.0,Divorced,Master,1,0,True,2422,6.63,Newer,92,5,4,0,2,8,182.0,10.0,0.0549,False,76.0,14.0,74.0,13.0,5.0,0,0,0,0,0,0,3,11,0,172,0
56,Mid-Age,81246.0,Single,Graduation,0,0,False,2341,6.41,Newer,87,4,7,5,1,1,1342.0,37.0,0.0276,True,398.0,190.0,537.0,61.0,156.0,1,0,0,1,0,0,3,11,0,1305,2
44,Adults,24027.0,Married,Graduation,1,0,True,2544,6.97,Established,7,2,3,0,2,8,43.0,5.0,0.1163,False,14.0,7.0,11.0,11.0,0.0,0,0,0,0,0,0,3,11,0,38,0
67,Seniors,55707.0,Married,PhD,0,1,True,2348,6.43,Newer,91,3,9,2,2,3,393.0,35.0,0.0891,False,208.0,7.0,82.0,30.0,66.0,0,0,0,0,0,0,3,11,0,358,0
65,Seniors,57959.0,Single,Graduation,0,1,True,2582,7.07,Established,71,4,11,7,5,3,835.0,33.0,0.0395,False,430.0,16.0,322.0,43.0,24.0,0,0,0,0,0,0,3,11,0,802,0
51,Mid-Age,56796.0,Married,Graduation,0,1,True,2657,7.27,Established,24,8,7,9,3,7,964.0,37.0,0.0384,True,656.0,38.0,161.0,62.0,47.0,0,0,0,0,0,0,3,11,0,927,0
49,Mid-Age,36230.0,Single,Master,1,0,True,2414,6.61,Newer,17,2,4,0,1,5,56.0,3.0,0.0536,False,14.0,2.0,30.0,8.0,2.0,0,0,0,0,0,0,3,11,0,53,0
40,Adults,70829.0,Married,2n Cycle,1,1,True,2369,6.49,Newer,87,4,8,2,2,3,408.0,23.0,0.0564,False,141.0,70.0,106.0,72.0,19.0,0,0,0,0,0,0,3,11,0,385,0
44,Adults,65991.0,Married,Graduation,0,1,True,2819,7.72,Established,21,9,10,5,3,7,962.0,9.0,0.0094,False,507.0,19.0,364.0,25.0,47.0,0,0,0,0,0,0,3,11,0,953,0
48,Mid-Age,38988.0,Married,Graduation,1,2,True,2837,7.77,Established,90,5,6,1,7,8,306.0,42.0,0.1373,False,164.0,24.0,103.0,12.0,3.0,0,0,0,0,0,0,3,11,0,264,0
54,Mid-Age,89572.0,Single,2n Cycle,0,0,False,2811,7.7,Established,44,7,9,7,1,4,1995.0,64.0,0.0321,True,606.0,24.0,974.0,197.0,194.0,0,1,0,1,0,0,3,11,1,1931,2
36,Adults,42207.0,Married,Master,1,0,True,2613,7.15,Established,71,4,5,1,4,6,219.0,46.0,0.21,False,116.0,11.0,72.0,3.0,17.0,1,0,0,0,0,0,3,11,1,173,1
68,Seniors,50300.0,Married,Graduation,0,1,True,2194,6.01,Newer,52,2,8,1,2,2,265.0,5.0,0.0189,False,143.0,15.0,60.0,24.0,23.0,0,0,0,0,0,0,3,11,0,260,0
38,Adults,66664.0,Together,2n Cycle,0,0,False,2801,7.67,Established,78,5,6,7,1,3,1257.0,32.0,0.0255,True,398.0,96.0,447.0,220.0,96.0,0,0,0,0,0,0,3,11,0,1225,0
56,Mid-Age,60597.0,Married,Graduation,0,1,True,2338,6.4,Newer,2,2,8,2,4,7,827.0,66.0,0.0798,False,522.0,0.0,257.0,32.0,16.0,0,0,0,1,0,0,3,11,1,761,1
